order_id,timestamp,city,restaurant_id,cuisine,order_value,delivery_time_min,surge_applied
ORD104803,2025-01-10T14:24:00,Chennai,R0037,Continental,458,39,0
ORD140338,2025-01-10T14:29:00,Chennai,R0659,North Indian,392,42,0
ORD130227,2025-01-10T14:30:00,Mumbai,R0320,South Indian,274,51,0
ORD117541,2025-01-10T14:30:00,Mumbai,R0349,Italian,99,43,1
ORD114634,2025-01-10T14:31:00,Mumbai,R0762,Italian,314,48,1
ORD141561,2025-01-10T14:38:00,Delhi,R0674,Continental,379,37,0
ORD137267,2025-01-10T14:39:00,Bangalore,R0800,Desserts,183,39,0
ORD136415,2025-01-10T14:41:00,Delhi,R0578,Fast Food,337,27,1
ORD122178,2025-01-10T14:41:00,Pune,R0257,Italian,524,49,0
ORD130940,2025-01-10T14:43:00,Chennai,R0428,North Indian,551,35,0
ORD111907,2025-01-10T14:43:00,Delhi,R0777,Biryani,388,54,0
ORD105312,2025-01-10T14:47:00,Pune,R0702,Biryani,481,44,0
ORD147202,2025-01-10T14:55:00,Bangalore,R0740,Fast Food,427,22,1
ORD102888,2025-01-10T14:55:00,Delhi,R0574,North Indian,367,42,0
ORD141436,2025-01-10T14:55:00,Kolkata,R0546,Fast Food,402,29,0
ORD107814,2025-01-10T14:58:00,Delhi,R0326,Fast Food,468,21,0
ORD119815,2025-01-10T14:59:00,Pune,R0645,Fast Food,164,42,0
ORD147392,2025-01-10T14:59:00,Pune,R0658,Chinese,242,25,0
ORD102564,2025-01-10T14:59:00,Bangalore,R0487,Continental,482,43,0
ORD114798,2025-01-10T15:00:00,Delhi,R0763,Chinese,159,51,1
ORD143403,2025-01-10T15:00:00,Kolkata,R0414,North Indian,264,34,1
ORD136492,2025-01-10T15:03:00,Chennai,R0538,Fast Food,148,48,0
ORD133145,2025-01-10T15:07:00,Delhi,R0196,Chinese,238,52,1
ORD148290,2025-01-10T15:08:00,Delhi,R0454,Chinese,311,52,1
ORD129890,2025-01-10T15:09:00,Delhi,R0431,Desserts,842,34,0
ORD132903,2025-01-10T15:10:00,Delhi,R0129,Italian,472,34,0
ORD129250,2025-01-10T15:10:00,Chennai,R0619,Italian,311,44,0
ORD127689,2025-01-10T15:10:00,Kolkata,R0255,Street Food,93,56,0
ORD144494,2025-01-10T15:11:00,Mumbai,R0640,Street Food,387,51,0
ORD145007,2025-01-10T15:15:00,Chennai,R0183,Continental,246,81,0
ORD101085,2025-01-10T15:16:00,Kolkata,R0453,Chinese,281,36,0
ORD111624,2025-01-10T15:16:00,Chennai,R0478,Chinese,181,15,1
ORD136499,2025-01-10T15:18:00,Bangalore,R0323,Fast Food,129,34,0
ORD107101,2025-01-10T15:18:00,Chennai,R0216,Italian,90,36,0
ORD127280,2025-01-10T15:23:00,Bangalore,R0254,Chinese,148,40,0
ORD119489,2025-01-10T15:24:00,Mumbai,R0286,Italian,471,42,0
ORD123076,2025-01-10T15:26:00,Mumbai,R0661,Continental,210,40,0
ORD140981,2025-01-10T15:31:00,Pune,R0154,Fast Food,357,41,0
ORD142051,2025-01-10T15:31:00,Delhi,R0614,North Indian,320,63,0
ORD119819,2025-01-10T15:32:00,Pune,R0352,South Indian,224,38,0
ORD124830,2025-01-10T15:33:00,Bangalore,R0458,Biryani,134,30,1
ORD115149,2025-01-10T15:35:00,Mumbai,R0132,Street Food,191,53,0
ORD130842,2025-01-10T15:36:00,Bangalore,R0051,North Indian,237,28,1
ORD139550,2025-01-10T15:37:00,Delhi,R0687,North Indian,214,62,0
ORD146786,2025-01-10T15:39:00,Mumbai,R0591,Chinese,173,29,0
ORD140486,2025-01-10T15:46:00,Hyderabad,R0501,South Indian,159,50,0
ORD138125,2025-01-10T15:47:00,Delhi,R0347,North Indian,167,36,1
ORD123587,2025-01-10T15:47:00,Delhi,R0432,Biryani,105,68,0
ORD136172,2025-01-10T15:48:00,Delhi,R0490,Fast Food,420,60,0
ORD122657,2025-01-10T15:48:00,Kolkata,R0524,Desserts,111,30,0
ORD105924,2025-01-10T15:49:00,Kolkata,R0399,South Indian,210,25,0
ORD112533,2025-01-10T15:49:00,Chennai,R0159,Biryani,287,30,0
ORD118914,2025-01-10T15:50:00,Mumbai,R0520,Fast Food,456,20,0
ORD113277,2025-01-10T15:53:00,Bangalore,R0480,Biryani,295,32,0
ORD121191,2025-01-10T15:55:00,Mumbai,R0153,Italian,215,58,1
ORD120474,2025-01-10T15:56:00,Pune,R0682,Biryani,170,28,0
ORD110901,2025-01-10T15:57:00,Chennai,R0371,Biryani,601,38,0
ORD138746,2025-01-10T15:57:00,Bangalore,R0399,Desserts,537,38,0
ORD108483,2025-01-10T16:00:00,Hyderabad,R0300,Chinese,253,21,0
ORD126551,2025-01-10T16:01:00,Delhi,R0325,Desserts,185,26,0
ORD141487,2025-01-10T16:01:00,Mumbai,R0215,Fast Food,193,72,0
ORD127379,2025-01-10T16:01:00,Chennai,R0431,Fast Food,313,34,1
ORD134832,2025-01-10T16:01:00,Hyderabad,R0001,North Indian,187,22,0
ORD136615,2025-01-10T16:02:00,Delhi,R0612,Continental,310,52,0
ORD128914,2025-01-10T16:03:00,Mumbai,R0293,Chinese,279,50,1
ORD137155,2025-01-10T16:16:00,Bangalore,R0378,Biryani,330,34,0
ORD142160,2025-01-10T16:19:00,Mumbai,R0661,South Indian,213,32,0
ORD111143,2025-01-10T16:20:00,Delhi,R0428,Chinese,245,36,0
ORD138690,2025-01-10T16:23:00,Delhi,R0446,Italian,172,22,1
ORD119801,2025-01-10T16:24:00,Chennai,R0663,Fast Food,264,23,0
ORD125834,2025-01-10T16:24:00,Chennai,R0376,Chinese,187,50,0
ORD103266,2025-01-10T16:26:00,Bangalore,R0546,Fast Food,280,55,1
ORD140430,2025-01-10T16:27:00,Delhi,R0493,Italian,404,26,0
ORD108048,2025-01-10T16:28:00,Delhi,R0126,Fast Food,246,41,0
ORD133299,2025-01-10T16:32:00,Mumbai,R0221,Continental,234,40,1
ORD129433,2025-01-10T16:34:00,Bangalore,R0729,Fast Food,230,40,0
ORD111388,2025-01-10T16:35:00,Hyderabad,R0214,Desserts,535,57,0
ORD119860,2025-01-10T16:37:00,Delhi,R0249,Chinese,238,41,0
ORD115215,2025-01-10T16:37:00,Hyderabad,R0537,Chinese,242,53,0
ORD109868,2025-01-10T16:38:00,Bangalore,R0383,South Indian,150,30,0
ORD112279,2025-01-10T16:39:00,Chennai,R0603,Fast Food,202,25,0
ORD103957,2025-01-10T16:39:00,Hyderabad,R0645,South Indian,395,42,0
ORD119997,2025-01-10T16:39:00,Pune,R0647,Chinese,849,29,0
ORD120338,2025-01-10T16:42:00,Delhi,R0170,Chinese,206,33,0
ORD136160,2025-01-10T16:43:00,Mumbai,R0024,Fast Food,296,38,1
ORD130754,2025-01-10T16:43:00,Kolkata,R0153,Chinese,664,34,1
ORD117791,2025-01-10T16:45:00,Mumbai,R0753,North Indian,433,38,0
ORD121430,2025-01-10T16:46:00,Bangalore,R0154,Fast Food,409,55,0
ORD146928,2025-01-10T16:51:00,Delhi,R0536,North Indian,365,20,1
ORD102106,2025-01-10T16:58:00,Mumbai,R0464,Chinese,315,41,1
ORD136791,2025-01-10T17:00:00,Delhi,R0519,Fast Food,151,33,0
ORD110347,2025-01-10T17:02:00,Delhi,R0019,North Indian,228,52,0
ORD135447,2025-01-10T17:03:00,Delhi,R0599,Biryani,400,47,0
ORD128906,2025-01-10T17:05:00,Bangalore,R0778,Fast Food,228,36,0
ORD114836,2025-01-10T17:06:00,Kolkata,R0223,Fast Food,317,23,1
ORD113903,2025-01-10T17:06:00,Chennai,R0300,Desserts,173,40,0
ORD107125,2025-01-10T17:07:00,Pune,R0311,North Indian,264,26,0
ORD120731,2025-01-10T17:09:00,Mumbai,R0744,Fast Food,123,32,1
ORD146124,2025-01-10T17:10:00,Delhi,R0216,Fast Food,448,35,0
ORD146069,2025-01-10T17:10:00,Delhi,R0525,North Indian,234,63,0
ORD139843,2025-01-10T17:15:00,Delhi,R0736,Italian,520,48,0
ORD122881,2025-01-10T17:18:00,Kolkata,R0475,South Indian,292,36,1
ORD136001,2025-01-10T17:20:00,Bangalore,R0001,Fast Food,655,22,0
ORD143963,2025-01-10T17:23:00,Delhi,R0399,South Indian,168,32,0
ORD131512,2025-01-10T17:24:00,Chennai,R0570,Chinese,743,24,0
ORD115031,2025-01-10T17:24:00,Hyderabad,R0732,Continental,429,36,1
ORD103056,2025-01-10T17:26:00,Hyderabad,R0454,Chinese,432,40,0
ORD100948,2025-01-10T17:29:00,Bangalore,R0584,South Indian,787,37,0
ORD144397,2025-01-10T17:29:00,Bangalore,R0601,Biryani,398,25,1
ORD124084,2025-01-10T17:30:00,Chennai,R0779,Biryani,318,20,0
ORD104468,2025-01-10T17:38:00,Bangalore,R0602,Continental,124,41,0
ORD118609,2025-01-10T17:40:00,Pune,R0629,North Indian,386,66,0
ORD108557,2025-01-10T17:41:00,Pune,R0712,Chinese,222,33,0
ORD144860,2025-01-10T17:42:00,Hyderabad,R0682,South Indian,300,27,0
ORD136508,2025-01-10T17:55:00,Delhi,R0172,Continental,324,65,0
ORD109936,2025-01-10T17:58:00,Bangalore,R0642,Continental,182,34,0
ORD147465,2025-01-10T17:59:00,Kolkata,R0281,Biryani,433,48,1
ORD116515,2025-01-10T18:00:00,Bangalore,R0789,Italian,286,58,0
ORD135883,2025-01-10T18:00:00,Pune,R0667,Chinese,408,23,0
ORD109197,2025-01-10T18:00:00,Chennai,R0752,Continental,353,41,1
ORD105773,2025-01-10T18:04:00,Bangalore,R0399,Fast Food,285,35,1
ORD144873,2025-01-10T18:04:00,Hyderabad,R0595,Chinese,590,37,0
ORD149340,2025-01-10T18:05:00,Delhi,R0629,Continental,184,34,0
ORD122673,2025-01-10T18:07:00,Delhi,R0282,North Indian,124,33,0
ORD127178,2025-01-10T18:07:00,Pune,R0376,North Indian,247,27,1
ORD127761,2025-01-10T18:08:00,Delhi,R0231,Fast Food,271,43,0
ORD125287,2025-01-10T18:10:00,Kolkata,R0157,Fast Food,282,43,0
ORD144370,2025-01-10T18:11:00,Kolkata,R0646,Fast Food,174,30,1
ORD137688,2025-01-10T18:12:00,Mumbai,R0067,Fast Food,211,25,0
ORD131183,2025-01-10T18:15:00,Mumbai,R0153,Italian,502,28,1
ORD118119,2025-01-10T18:17:00,Mumbai,R0136,Biryani,175,24,0
ORD129391,2025-01-10T18:18:00,Pune,R0139,Biryani,325,37,0
ORD104762,2025-01-10T18:19:00,Bangalore,R0484,South Indian,129,18,0
ORD146669,2025-01-10T18:19:00,Chennai,R0509,Chinese,227,44,0
ORD139740,2025-01-10T18:21:00,Pune,R0613,Chinese,217,44,0
ORD118923,2025-01-10T18:22:00,Bangalore,R0204,Fast Food,745,28,0
ORD114564,2025-01-10T18:22:00,Delhi,R0139,North Indian,347,23,0
ORD106943,2025-01-10T18:25:00,Mumbai,R0066,South Indian,110,33,0
ORD136238,2025-01-10T18:28:00,Delhi,R0454,Street Food,247,46,1
ORD109502,2025-01-10T18:29:00,Mumbai,R0400,Fast Food,413,36,1
ORD101671,2025-01-10T18:31:00,Pune,R0639,Desserts,198,44,1
ORD149065,2025-01-10T18:31:00,Bangalore,R0552,Fast Food,290,31,0
ORD131028,2025-01-10T18:33:00,Delhi,R0300,Street Food,359,25,0
ORD118340,2025-01-10T18:35:00,Chennai,R0302,North Indian,451,55,0
ORD131133,2025-01-10T18:35:00,Chennai,R0198,North Indian,112,33,0
ORD101489,2025-01-10T18:37:00,Mumbai,R0717,Italian,116,53,0
ORD139845,2025-01-10T18:37:00,Mumbai,R0210,North Indian,401,57,0
ORD105148,2025-01-10T18:38:00,Hyderabad,R0630,South Indian,869,58,0
ORD146080,2025-01-10T18:43:00,Mumbai,R0455,Italian,328,56,0
ORD125393,2025-01-10T18:44:00,Mumbai,R0671,Street Food,184,32,0
ORD100606,2025-01-10T18:44:00,Bangalore,R0553,Italian,417,31,0
ORD102830,2025-01-10T18:47:00,Hyderabad,R0556,Chinese,188,26,0
ORD113075,2025-01-10T18:47:00,Mumbai,R0200,Street Food,252,25,1
ORD143104,2025-01-10T18:48:00,Delhi,R0228,Italian,248,22,0
ORD148455,2025-01-10T18:49:00,Delhi,R0795,South Indian,354,40,1
ORD116867,2025-01-10T18:50:00,Delhi,R0126,Biryani,143,53,1
ORD140898,2025-01-10T18:52:00,Bangalore,R0431,Italian,364,44,0
ORD106356,2025-01-10T18:54:00,Pune,R0148,South Indian,304,25,0
ORD121035,2025-01-10T18:55:00,Bangalore,R0067,Chinese,301,55,0
ORD139478,2025-01-10T18:55:00,Bangalore,R0309,North Indian,210,32,0
ORD132985,2025-01-10T18:56:00,Chennai,R0347,Italian,271,35,0
ORD139635,2025-01-10T18:56:00,Pune,R0173,North Indian,230,40,0
ORD129895,2025-01-10T18:57:00,Delhi,R0382,Continental,200,63,0
ORD120987,2025-01-10T18:57:00,Delhi,R0111,North Indian,263,51,1
ORD118090,2025-01-10T18:58:00,Delhi,R0704,Desserts,350,22,0
ORD109188,2025-01-10T19:00:00,Bangalore,R0750,Chinese,206,45,0
ORD125054,2025-01-10T19:00:00,Chennai,R0510,Fast Food,247,43,1
ORD140390,2025-01-10T19:00:00,Hyderabad,R0391,Fast Food,103,40,0
ORD115960,2025-01-10T19:04:00,Delhi,R0772,Continental,147,33,0
ORD103795,2025-01-10T19:05:00,Delhi,R0643,Continental,220,24,0
ORD121786,2025-01-10T19:06:00,Mumbai,R0689,Continental,97,36,0
ORD118986,2025-01-10T19:07:00,Mumbai,R0115,Fast Food,213,32,1
ORD116290,2025-01-10T19:08:00,Bangalore,R0461,Fast Food,490,30,0
ORD121280,2025-01-10T19:12:00,Pune,R0599,North Indian,531,28,0
ORD105863,2025-01-10T19:13:00,Bangalore,R0222,Italian,269,34,0
ORD120069,2025-01-10T19:13:00,Chennai,R0127,Fast Food,710,48,0
ORD107560,2025-01-10T19:16:00,Delhi,R0479,South Indian,271,48,0
ORD124877,2025-01-10T19:19:00,Mumbai,R0746,Biryani,163,75,0
ORD146596,2025-01-10T19:19:00,Delhi,R0734,Fast Food,226,39,0
ORD120522,2025-01-10T19:19:00,Pune,R0327,North Indian,399,41,0
ORD106835,2025-01-10T19:20:00,Chennai,R0734,Biryani,321,52,0
ORD108166,2025-01-10T19:23:00,Chennai,R0217,Fast Food,375,48,1
ORD115651,2025-01-10T19:25:00,Chennai,R0335,North Indian,268,42,0
ORD108718,2025-01-10T19:26:00,Mumbai,R0448,Chinese,375,52,1
ORD102832,2025-01-10T19:29:00,Delhi,R0074,Street Food,226,33,0
ORD109155,2025-01-10T19:32:00,Bangalore,R0146,Chinese,246,48,0
ORD126366,2025-01-10T19:33:00,Pune,R0425,Fast Food,168,32,1
ORD128127,2025-01-10T19:33:00,Hyderabad,R0780,Desserts,292,34,0
ORD124468,2025-01-10T19:35:00,Delhi,R0356,Fast Food,452,38,0
ORD113622,2025-01-10T19:35:00,Bangalore,R0595,South Indian,110,27,0
ORD110955,2025-01-10T19:37:00,Mumbai,R0744,South Indian,293,41,1
ORD121940,2025-01-10T19:38:00,Pune,R0497,Desserts,312,35,0
ORD136236,2025-01-10T19:38:00,Delhi,R0185,Fast Food,209,61,0
ORD109155,2025-01-10T19:39:00,Delhi,R0635,Street Food,258,31,0
ORD130175,2025-01-10T19:41:00,Pune,R0087,Italian,138,32,1
ORD145598,2025-01-10T19:41:00,Hyderabad,R0571,Italian,543,68,0
ORD108403,2025-01-10T19:41:00,Delhi,R0430,Fast Food,276,34,0
ORD130488,2025-01-10T19:41:00,Chennai,R0612,Italian,389,56,0
ORD114214,2025-01-10T19:43:00,Delhi,R0606,Italian,240,35,1
ORD144625,2025-01-10T19:43:00,Bangalore,R0524,Fast Food,169,26,0
ORD125312,2025-01-10T19:43:00,Mumbai,R0631,Fast Food,87,46,1
ORD107903,2025-01-10T19:45:00,Kolkata,R0115,Italian,418,31,0
ORD113312,2025-01-10T19:48:00,Bangalore,R0084,Fast Food,392,34,0
ORD107798,2025-01-10T19:49:00,Mumbai,R0165,Fast Food,348,52,0
ORD138502,2025-01-10T19:53:00,Bangalore,R0018,Chinese,363,44,0
ORD140350,2025-01-10T19:54:00,Pune,R0278,North Indian,350,70,0
ORD130461,2025-01-10T19:55:00,Chennai,R0010,North Indian,257,39,0
ORD118805,2025-01-10T19:55:00,Mumbai,R0732,North Indian,467,20,0
ORD122962,2025-01-10T19:56:00,Delhi,R0306,North Indian,443,24,0
ORD119310,2025-01-10T19:57:00,Chennai,R0624,Biryani,646,34,0
ORD107914,2025-01-10T19:59:00,Delhi,R0085,Italian,226,35,0
ORD104419,2025-01-10T19:59:00,Mumbai,R0208,Biryani,210,51,1
ORD126700,2025-01-10T20:00:00,Bangalore,R0719,Chinese,342,40,0
ORD122216,2025-01-10T20:01:00,Hyderabad,R0778,Fast Food,160,21,0
ORD111528,2025-01-10T20:01:00,Hyderabad,R0794,Street Food,329,48,1
ORD125409,2025-01-10T20:02:00,Chennai,R0618,Fast Food,356,34,0
ORD108736,2025-01-10T20:04:00,Bangalore,R0007,South Indian,575,32,0
ORD101899,2025-01-10T20:04:00,Bangalore,R0141,South Indian,150,34,0
ORD143161,2025-01-10T20:05:00,Kolkata,R0223,Fast Food,122,36,0
ORD137783,2025-01-10T20:06:00,Delhi,R0544,Biryani,197,41,0
ORD114522,2025-01-10T20:06:00,Mumbai,R0058,Biryani,250,37,1
ORD148322,2025-01-10T20:07:00,Chennai,R0088,North Indian,299,18,0
ORD145468,2025-01-10T20:07:00,Mumbai,R0518,Fast Food,524,46,0
ORD130495,2025-01-10T20:08:00,Mumbai,R0647,Fast Food,385,30,1
ORD117380,2025-01-10T20:09:00,Delhi,R0127,North Indian,171,58,0
ORD114410,2025-01-10T20:09:00,Mumbai,R0151,Street Food,311,28,1
ORD132725,2025-01-10T20:10:00,Delhi,R0650,Biryani,190,43,1
ORD127940,2025-01-10T20:10:00,Delhi,R0003,Street Food,360,38,1
ORD146633,2025-01-10T20:11:00,Hyderabad,R0470,Continental,243,37,1
ORD102853,2025-01-10T20:11:00,Pune,R0384,Chinese,301,62,0
ORD140237,2025-01-10T20:13:00,Hyderabad,R0486,South Indian,165,42,0
ORD108918,2025-01-10T20:13:00,Delhi,R0668,Continental,226,33,0
ORD137379,2025-01-10T20:14:00,Kolkata,R0075,Chinese,898,33,0
ORD133948,2025-01-10T20:16:00,Mumbai,R0334,North Indian,411,50,0
ORD132925,2025-01-10T20:16:00,Hyderabad,R0248,Desserts,212,39,1
ORD141779,2025-01-10T20:18:00,Delhi,R0478,Chinese,133,54,0
ORD106296,2025-01-10T20:20:00,Delhi,R0738,Continental,306,31,1
ORD107612,2025-01-10T20:20:00,Delhi,R0193,Italian,229,43,1
ORD131258,2025-01-10T20:20:00,Mumbai,R0391,North Indian,191,32,0
ORD102524,2025-01-10T20:22:00,Chennai,R0085,North Indian,407,39,0
ORD110094,2025-01-10T20:22:00,Hyderabad,R0110,North Indian,380,42,0
ORD144004,2025-01-10T20:23:00,Delhi,R0163,Chinese,129,46,0
ORD124805,2025-01-10T20:23:00,Bangalore,R0049,South Indian,565,41,1
ORD101740,2025-01-10T20:24:00,Delhi,R0170,North Indian,381,30,0
ORD109701,2025-01-10T20:24:00,Bangalore,R0439,Italian,311,38,1
ORD134758,2025-01-10T20:25:00,Chennai,R0533,Continental,193,23,0
ORD138484,2025-01-10T20:26:00,Pune,R0643,Italian,172,74,0
ORD139919,2025-01-10T20:29:00,Mumbai,R0670,Street Food,437,38,1
ORD130006,2025-01-10T20:30:00,Pune,R0668,Chinese,408,42,0
ORD105752,2025-01-10T20:30:00,Delhi,R0399,North Indian,147,27,0
ORD141292,2025-01-10T20:31:00,Bangalore,R0238,Biryani,285,36,0
ORD109277,2025-01-10T20:31:00,Mumbai,R0019,North Indian,162,61,0
ORD145677,2025-01-10T20:32:00,Pune,R0390,Biryani,758,43,0
ORD147348,2025-01-10T20:33:00,Bangalore,R0558,Street Food,273,38,0
ORD105872,2025-01-10T20:33:00,Bangalore,R0302,Continental,496,29,1
ORD149848,2025-01-10T20:33:00,Mumbai,R0456,Biryani,331,28,0
ORD126092,2025-01-10T20:33:00,Bangalore,R0392,Biryani,295,25,1
ORD122677,2025-01-10T20:34:00,Bangalore,R0397,Italian,207,37,1
ORD105612,2025-01-10T20:35:00,Mumbai,R0640,Fast Food,424,35,0
ORD110739,2025-01-10T20:35:00,Hyderabad,R0532,Biryani,378,45,0
ORD141839,2025-01-10T20:37:00,Delhi,R0058,Fast Food,132,35,1
ORD130166,2025-01-10T20:39:00,Bangalore,R0015,South Indian,172,50,1
ORD136011,2025-01-10T20:41:00,Delhi,R0023,Italian,297,37,0
ORD133270,2025-01-10T20:43:00,Mumbai,R0781,Biryani,771,31,0
ORD107823,2025-01-10T20:43:00,Delhi,R0528,Italian,539,26,0
ORD104068,2025-01-10T20:46:00,Hyderabad,R0142,Fast Food,190,44,0
ORD130691,2025-01-10T20:47:00,Bangalore,R0542,Continental,66,42,1
ORD149392,2025-01-10T20:47:00,Delhi,R0035,Italian,143,43,0
ORD147148,2025-01-10T20:50:00,Hyderabad,R0543,Desserts,215,21,0
ORD125302,2025-01-10T20:50:00,Kolkata,R0473,Italian,251,29,0
ORD110787,2025-01-10T20:51:00,Bangalore,R0602,Fast Food,213,40,1
ORD132742,2025-01-10T20:53:00,Bangalore,R0644,North Indian,445,28,0
ORD117820,2025-01-10T20:53:00,Delhi,R0523,North Indian,164,26,1
ORD137753,2025-01-10T20:54:00,Delhi,R0659,Street Food,248,35,0
ORD141196,2025-01-10T20:54:00,Delhi,R0344,Italian,547,43,0
ORD128918,2025-01-10T20:54:00,Bangalore,R0099,Italian,631,32,0
ORD137889,2025-01-10T20:56:00,Mumbai,R0644,Desserts,163,29,0
ORD137465,2025-01-10T20:57:00,Mumbai,R0244,Italian,135,57,0
ORD125123,2025-01-10T20:58:00,Chennai,R0341,Italian,302,32,0
ORD101645,2025-01-10T20:58:00,Mumbai,R0274,South Indian,614,20,0
ORD139391,2025-01-10T20:58:00,Mumbai,R0456,Chinese,330,82,1
ORD105735,2025-01-10T20:59:00,Hyderabad,R0773,North Indian,122,53,1
ORD114203,2025-01-10T21:00:00,Hyderabad,R0129,Fast Food,255,33,0
ORD118997,2025-01-10T21:03:00,Mumbai,R0148,North Indian,175,32,0
ORD110269,2025-01-10T21:05:00,Delhi,R0435,Italian,377,31,0
ORD113084,2025-01-10T21:07:00,Delhi,R0023,North Indian,259,44,1
ORD135604,2025-01-10T21:07:00,Delhi,R0463,Street Food,257,30,0
ORD112776,2025-01-10T21:08:00,Bangalore,R0550,Fast Food,405,47,0
ORD143042,2025-01-10T21:09:00,Delhi,R0060,Fast Food,408,32,1
ORD111154,2025-01-10T21:10:00,Kolkata,R0186,Continental,139,39,0
ORD131568,2025-01-10T21:10:00,Mumbai,R0505,Street Food,240,52,0
ORD123133,2025-01-10T21:11:00,Delhi,R0002,North Indian,232,42,0
ORD117304,2025-01-10T21:11:00,Chennai,R0775,Fast Food,327,69,1
ORD118501,2025-01-10T21:11:00,Hyderabad,R0174,Biryani,324,28,0
ORD137495,2025-01-10T21:11:00,Mumbai,R0550,Fast Food,305,28,0
ORD145750,2025-01-10T21:15:00,Bangalore,R0764,South Indian,330,32,0
ORD142967,2025-01-10T21:15:00,Kolkata,R0746,Fast Food,208,34,0
ORD113329,2025-01-10T21:17:00,Bangalore,R0016,North Indian,178,52,0
ORD128165,2025-01-10T21:18:00,Hyderabad,R0686,South Indian,101,48,1
ORD116094,2025-01-10T21:18:00,Mumbai,R0792,Chinese,221,37,0
ORD146581,2025-01-10T21:18:00,Delhi,R0473,Italian,171,27,0
ORD111401,2025-01-10T21:20:00,Pune,R0249,Fast Food,280,43,0
ORD116015,2025-01-10T21:21:00,Mumbai,R0188,Fast Food,151,36,0
ORD123433,2025-01-10T21:24:00,Delhi,R0381,Chinese,264,30,0
ORD116387,2025-01-10T21:24:00,Pune,R0445,Chinese,226,34,0
ORD138543,2025-01-10T21:25:00,Mumbai,R0772,South Indian,167,60,0
ORD110191,2025-01-10T21:26:00,Kolkata,R0073,Fast Food,113,32,0
ORD148510,2025-01-10T21:27:00,Delhi,R0341,Chinese,440,35,0
ORD121212,2025-01-10T21:28:00,Mumbai,R0742,North Indian,322,33,0
ORD132323,2025-01-10T21:31:00,Mumbai,R0778,Fast Food,410,29,0
ORD131236,2025-01-10T21:33:00,Delhi,R0671,South Indian,497,32,0
ORD124796,2025-01-10T21:35:00,Delhi,R0044,Italian,308,47,0
ORD100714,2025-01-10T21:37:00,Pune,R0109,South Indian,290,40,0
ORD140038,2025-01-10T21:38:00,Mumbai,R0029,Fast Food,252,29,1
ORD128254,2025-01-10T21:38:00,Chennai,R0167,Biryani,182,33,0
ORD147381,2025-01-10T21:39:00,Chennai,R0137,Fast Food,573,61,0
ORD134144,2025-01-10T21:41:00,Delhi,R0137,South Indian,356,42,0
ORD141070,2025-01-10T21:41:00,Mumbai,R0312,North Indian,465,26,0
ORD147206,2025-01-10T21:42:00,Mumbai,R0585,Continental,322,37,0
ORD134488,2025-01-10T21:43:00,Delhi,R0681,Chinese,115,20,0
ORD119968,2025-01-10T21:44:00,Chennai,R0063,Italian,221,27,0
ORD140248,2025-01-10T21:44:00,Kolkata,R0132,Fast Food,383,22,0
ORD115762,2025-01-10T21:47:00,Chennai,R0343,Italian,316,25,0
ORD132313,2025-01-10T21:49:00,Delhi,R0108,Biryani,126,46,0
ORD144394,2025-01-10T21:49:00,Delhi,R0263,Italian,530,39,0
ORD120213,2025-01-10T21:53:00,Mumbai,R0287,Chinese,160,35,0
ORD130640,2025-01-10T21:54:00,Chennai,R0060,Fast Food,418,36,0
ORD103471,2025-01-10T21:56:00,Mumbai,R0758,North Indian,135,24,1
ORD142225,2025-01-10T22:01:00,Bangalore,R0476,Biryani,233,31,0
ORD116128,2025-01-10T22:02:00,Mumbai,R0229,Chinese,113,32,0
ORD130576,2025-01-10T22:03:00,Mumbai,R0400,Chinese,193,25,1
ORD134719,2025-01-10T22:08:00,Hyderabad,R0213,Fast Food,118,49,0
ORD129096,2025-01-10T22:12:00,Hyderabad,R0289,Italian,551,30,1
ORD114418,2025-01-10T22:17:00,Bangalore,R0305,Chinese,426,30,0
ORD116057,2025-01-10T22:19:00,Delhi,R0728,Continental,321,49,0
ORD133989,2025-01-10T22:22:00,Delhi,R0688,Chinese,241,33,0
ORD112210,2025-01-10T22:29:00,Kolkata,R0305,Continental,217,35,0
ORD132959,2025-01-10T22:30:00,Chennai,R0752,North Indian,247,49,0
ORD123104,2025-01-10T22:34:00,Kolkata,R0440,Desserts,271,25,0
ORD149593,2025-01-10T22:37:00,Pune,R0563,Biryani,282,44,0
ORD135981,2025-01-10T22:38:00,Delhi,R0107,Italian,226,38,0
ORD116142,2025-01-10T22:38:00,Hyderabad,R0023,Italian,275,49,0
ORD125454,2025-01-10T22:41:00,Mumbai,R0081,North Indian,216,37,0
ORD139487,2025-01-10T22:51:00,Pune,R0775,South Indian,255,42,1
ORD107486,2025-01-10T22:54:00,Delhi,R0278,North Indian,665,30,0
ORD117524,2025-01-10T22:57:00,Mumbai,R0052,North Indian,230,25,0
ORD112753,2025-01-10T23:15:00,Mumbai,R0258,Italian,322,42,1
ORD112220,2025-01-10T23:20:00,Bangalore,R0657,Fast Food,404,21,1
ORD136281,2025-01-10T23:22:00,Pune,R0629,Chinese,173,50,0
ORD140246,2025-01-10T23:33:00,Bangalore,R0548,Street Food,386,23,0
ORD127254,2025-01-10T23:34:00,Chennai,R0416,North Indian,317,40,0
ORD108273,2025-01-10T23:34:00,Bangalore,R0007,Chinese,250,53,1
ORD115660,2025-01-10T23:36:00,Mumbai,R0416,Italian,331,23,0
